,Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
0,Buenos aires,9 de Julio,Alfredo demarchi (est. facundo quiroga),1,0,0,0,1,1,1,0,0
1,Buenos aires,9 de Julio,Carlos maría naón,0,0,0,0,1,1,1,0,0
2,Buenos aires,9 de Julio,Dudignac,0,0,1,0,1,1,1,1,0
3,Buenos aires,9 de Julio,La aurora (est. la niña),0,0,0,0,1,0,0,0,0
4,Buenos aires,9 de Julio,Manuel b. gonnet (est. french),1,0,0,1,1,1,1,0,0
5,Buenos aires,9 de Julio,Marcelino ugarte (est. dennehy),0,0,0,0,1,0,1,0,0
6,Buenos aires,9 de Julio,Morea,0,0,0,0,0,0,1,1,0
7,Buenos aires,9 de Julio,Norumbega,0,0,0,0,0,0,1,0,0
8,Buenos aires,9 de Julio,Patricios,1,0,0,0,0,1,1,1,0
9,Buenos aires,9 de Julio,Villa general fournier (est. 9 de julio sud),0,0,0,1,1,1,1,1,0
10,Buenos aires,Adolfo Alsina,Carhué,1,0,1,1,1,1,1,1,0
11,Buenos aires,Adolfo Alsina,Colonia san miguel arcángel,0,0,0,1,1,0,1,0,0
12,Buenos aires,Adolfo Alsina,Delfín huergo,0,0,0,0,0,0,0,0,0
13,Buenos aires,Adolfo Alsina,Espartillar,0,0,0,0,1,0,0,0,0
14,Buenos aires,Azul,Ariel,0,0,0,0,1,0,0,0,0
15,Buenos aires,Azul,Azul,1,1,1,1,1,1,1,1,1
16,Buenos aires,Azul,Cacharí,0,0,1,0,1,1,1,1,0
17,Buenos aires,Azul,Chillar,0,0,0,0,1,1,1,1,1
18,Buenos aires,Bahía Blanca,Bahía blanca,1,1,1,1,1,1,1,1,1
19,Buenos aires,Bahía Blanca,Cabildo,0,1,1,1,1,1,1,1,0
20,Buenos aires,Bahía Blanca,General daniel cerri (est. general cerri),1,1,1,1,1,1,1,1,0
21,Buenos aires,Bahía Blanca,Grunbein,0,0,0,0,1,1,0,0,0
22,Buenos aires,Bahía Blanca,Ingeniero white,0,0,0,1,1,1,0,0,1
23,Buenos aires,General Pueyrredón,Chapadmalal,1,0,0,1,1,1,1,1,1
24,Buenos aires,General Pueyrredón,El marquesado,0,0,0,0,0,0,1,1,0
25,Buenos aires,General Pueyrredón,Estacion camet,0,0,0,0,1,1,0,0,0
26,Buenos aires,General Pueyrredón,Estación chapadmalal,1,0,0,1,1,1,0,1,0
27,Buenos aires,General Pueyrredón,Mar del plata,1,1,1,1,1,1,1,1,1
28,Buenos aires,General Pueyrredón,Punta mogotes,0,0,0,0,1,1,0,0,0
29,Buenos aires,General Pueyrredón,Sierra de los padres,1,0,0,1,1,1,1,1,0
30,Buenos aires,General Rodríguez,Barrio ruta 24 kilómetro 10,0,0,0,1,1,1,0,0,0
31,Buenos aires,General Rodríguez,Country club bosque real - barrio morabo,0,0,0,0,1,1,0,0,0
32,Buenos aires,Pellegrini,Pellegrini,1,1,1,0,1,1,1,1,1
33,Buenos aires,Pergamino,Acevedo,1,1,0,0,1,1,1,1,0
34,Buenos aires,Pergamino,Fontezuela,1,0,0,1,0,0,1,1,0
35,Buenos aires,Pergamino,Guerrico,0,1,0,0,1,1,0,1,1
36,Buenos aires,Pergamino,Juan a. de la peña,0,0,0,0,0,0,0,1,0
37,Buenos aires,Pergamino,Juan anchorena (est. urquiza),1,0,0,1,1,1,1,1,0
38,Buenos aires,Pergamino,La violeta,1,0,0,0,1,1,1,0,0
39,Buenos aires,Pergamino,Manuel ocampo,0,0,0,1,1,1,1,1,0
40,Buenos aires,Pergamino,Mariano benítez,0,0,0,0,0,0,1,0,0
41,Buenos aires,Pergamino,Mariano h. alfonzo (est. san patricio),0,0,0,0,1,1,0,0,1
42,Buenos aires,Pergamino,Pergamino,1,1,1,1,1,1,1,1,1
43,Buenos aires,Pergamino,Pinzón,0,0,0,0,0,0,0,1,0
44,Mendoza,Lavalle,El paramillo,0,0,0,0,0,0,0,0,0
45,Caba,COMUNA 12,Villa pueyrredon,1,1,1,1,1,1,1,1,1
46,Catamarca,Ambato,Los varela,0,0,0,0,1,0,0,0,1
47,Catamarca,Ambato,Singuil,0,0,0,0,1,0,0,0,0
48,Catamarca,Ancasti,Ancasti,0,0,0,0,1,0,1,0,1
49,Catamarca,Ancasti,Anquincila,0,0,0,0,0,0,0,0,0
50,Catamarca,Ancasti,La candelaria,0,0,0,0,0,0,0,0,0
51,Catamarca,Ancasti,La majada,0,0,0,0,0,0,0,0,0
52,Catamarca,Andalgalá,Aconquija,0,0,0,0,1,1,0,0,1
53,Catamarca,Andalgalá,Alto de las juntas,0,0,0,0,0,0,0,0,0
54,Catamarca,Andalgalá,Amanao,0,0,0,0,0,1,1,0,0
55,Catamarca,Andalgalá,Andalgalá,1,0,0,1,1,1,1,1,1
56,Catamarca,Andalgalá,Buena vista,0,0,0,0,0,0,0,0,0
57,Catamarca,Andalgalá,Chaquiago,0,0,0,1,0,0,0,1,1
58,Catamarca,Andalgalá,Choya,0,0,0,0,0,0,0,0,0
59,Catamarca,Andalgalá,El alamito,0,0,0,0,0,0,0,1,0
60,Catamarca,Andalgalá,El lindero,0,0,0,0,0,0,1,0,0
61,Catamarca,Andalgalá,El potrero,0,0,0,1,0,0,1,0,0
62,Catamarca,Andalgalá,La aguada,0,0,0,1,0,0,0,1,0
63,Catamarca,Andalgalá,La mesada,0,0,0,1,0,0,0,0,0
64,Catamarca,Antofagasta de la Sierra,Antofagasta de la sierra,0,0,0,0,1,0,1,0,1
65,Catamarca,Antofagasta de la Sierra,Antofalla,0,0,0,0,0,0,0,0,0
66,Catamarca,Antofagasta de la Sierra,El peñón,0,0,0,0,0,0,1,0,0
67,Catamarca,Antofagasta de la Sierra,Los nacimientos,0,0,0,0,0,0,0,0,0
68,Catamarca,Belén,Barranca larga,0,0,0,0,0,0,1,0,0
69,Catamarca,Belén,Belén,0,0,0,0,1,1,1,1,1
70,Catamarca,Belén,Cóndor huasi,0,0,0,0,0,0,0,0,0
71,Catamarca,Belén,Corral quemado,0,0,0,0,0,0,1,0,0
72,Catamarca,Belén,El durazno,0,0,0,0,0,0,0,0,1
73,Catamarca,Belén,Farallón negro,0,0,0,0,1,0,1,0,0
74,Catamarca,Belén,Hualfín,0,0,0,0,1,0,1,0,1
75,Catamarca,Belén,Jacipunco,0,0,0,0,0,0,1,0,0
76,Cordoba,San Javier,Villa de las rosas,0,0,0,0,1,1,0,1,0
77,Cordoba,San Javier,Villa dolores,1,1,0,1,1,1,1,1,0
78,Cordoba,San Javier,Villa la viña,0,0,0,0,0,0,0,1,0
79,Cordoba,San Justo,Alicia,0,1,0,1,1,1,1,0,1
80,Cordoba,San Justo,Altos de chipión,0,0,0,1,1,1,1,0,1
81,Cordoba,San Justo,Arroyito,1,1,0,1,1,1,1,1,1
82,Cordoba,San Justo,Balnearia,0,0,0,0,1,1,1,0,0
83,Cordoba,San Justo,Brinkmann,1,0,0,1,1,1,1,0,0
84,Cordoba,San Justo,Colonia 10 de julio,0,0,0,0,0,0,0,0,0
85,Cordoba,San Justo,Colonia anita,0,0,0,0,0,0,0,1,0
86,Cordoba,San Justo,Colonia iturraspe,0,0,0,0,0,0,0,0,0
87,Cordoba,San Justo,Colonia las pichanas,0,0,0,0,0,0,0,1,0
88,Entre rios,Uruguay,Caseros,1,0,0,1,1,1,1,1,0
89,Entre rios,Uruguay,Colonia elía,0,0,0,1,1,0,1,1,0
90,Entre rios,Uruguay,Concepción del uruguay,1,1,1,1,1,1,1,1,0
91,Entre rios,Uruguay,Estancia san pedro,0,0,0,0,0,0,0,1,0
92,Entre rios,Uruguay,Herrera,1,0,0,0,1,0,1,1,0
93,Entre rios,Uruguay,Las moscas,0,0,0,1,1,0,1,1,0
94,Entre rios,Uruguay,Líbaros,0,0,0,0,0,0,1,1,0
95,Entre rios,Uruguay,Pronunciamiento,0,0,0,0,1,1,1,1,0
96,Entre rios,Uruguay,Rocamora,0,0,0,0,0,0,1,1,0
97,Entre rios,Uruguay,Santa anita,0,0,0,1,1,0,1,1,0
98,Entre rios,Uruguay,Villa mantero,1,0,0,1,1,1,1,1,1
99,Entre rios,Uruguay,Villa san justo,0,0,0,1,1,1,1,1,0
100,Entre rios,Uruguay,Villa san marcial (est. gobernador urquiza),0,0,0,0,1,1,1,1,0
101,Entre rios,Victoria,Antelo,0,0,0,0,0,0,0,0,0
102,Mendoza,Lavalle,El vergel,0,0,0,0,0,0,0,1,0
103,Mendoza,Lavalle,Ingeniero gustavo andré,0,0,0,0,0,0,0,1,0
104,Mendoza,Lavalle,Jocolí,0,0,0,0,0,0,0,1,0
105,Mendoza,Lavalle,Jocolí viejo,0,0,0,0,0,0,0,1,0
106,Mendoza,Lavalle,Las violetas,0,0,0,0,0,0,0,0,0
107,Mendoza,Lavalle,Villa tulumaya,0,0,0,1,1,1,0,1,0
108,Mendoza,Luján de Cuyo,Agrelo,1,0,0,1,1,1,1,1,0
109,Mendoza,Luján de Cuyo,Barrio adina i y ii,0,0,0,0,1,1,0,0,0
110,Mendoza,Luján de Cuyo,Barrio perdriel iv,0,0,0,1,1,0,0,1,0
111,Mendoza,Luján de Cuyo,Cacheuta,1,0,0,0,1,1,1,1,0
112,Mendoza,Luján de Cuyo,Carrodilla,0,0,0,1,1,1,0,1,0
113,Mendoza,Luján de Cuyo,Chacras de coria,0,0,0,1,1,1,0,1,0
114,Mendoza,Luján de Cuyo,Costa flores,0,0,0,1,1,1,0,1,0
115,Mendoza,Luján de Cuyo,El carmelo,0,0,0,0,0,0,0,0,0
116,Mendoza,Luján de Cuyo,El carrizal,0,0,0,0,1,0,0,1,0
117,Mendoza,Luján de Cuyo,El salto,0,0,0,0,0,0,1,1,0
118,Mendoza,Luján de Cuyo,La puntilla,0,0,0,1,0,0,0,1,0
119,Mendoza,Rivadavia,Rivadavia,1,0,1,1,1,1,1,1,1
120,Mendoza,Rivadavia,Santa maría de oro,0,0,0,0,0,0,0,1,0
121,Mendoza,San Carlos,Barrio carrasco,0,0,0,0,0,0,0,0,0
122,Mendoza,San Carlos,Barrio el cepillo,0,0,0,0,0,0,0,1,0
123,Mendoza,San Carlos,Chilecito,0,0,0,0,1,1,0,1,0
124,Mendoza,San Carlos,Eugenio bustos,1,0,0,0,1,1,1,1,0
125,Mendoza,San Carlos,La consulta,1,0,0,0,1,1,1,1,1
126,Mendoza,San Carlos,Pareditas,0,0,0,1,1,1,1,1,0
127,Mendoza,San Carlos,San carlos,0,1,0,0,1,1,0,1,0
128,Mendoza,San Martín,Alto salvador,0,0,0,1,0,0,1,1,0
129,Mendoza,San Martín,Alto verde,0,0,0,1,0,0,0,1,0
130,Mendoza,San Martín,Barrio chivilcoy,0,0,0,0,0,0,0,0,0
131,Mendoza,San Martín,Barrio emanuel,0,0,0,0,0,0,0,0,0
132,Mendoza,San Martín,Barrio la estación,0,0,0,0,0,0,0,0,0
133,Mendoza,San Martín,Barrio los charabones,0,0,0,0,0,0,0,0,0
134,Mendoza,San Martín,Barrio ntra. sra. de fátima,0,0,0,0,0,1,0,0,0
135,Mendoza,San Martín,Chapanay,0,0,1,1,1,1,1,1,0
136,Mendoza,San Martín,Chivilcoy,0,0,0,0,0,0,0,0,0
137,Mendoza,San Martín,El espino,0,0,0,0,0,0,0,1,0
138,Salta,La Caldera,La caldera,0,0,0,1,1,1,1,1,1
139,Salta,La Caldera,Vaqueros,1,0,0,1,1,1,1,1,0
140,Salta,La Candelaria,El jardín,0,0,0,1,1,0,1,0,1
141,Salta,La Candelaria,El tala,0,0,0,1,1,1,1,1,1
142,Salta,La Candelaria,La candelaria,0,0,0,1,1,0,1,0,0
143,Salta,La Poma,Cobres,0,0,0,0,0,0,0,0,0
144,Salta,La Poma,La poma,0,0,0,1,0,0,0,1,0
145,Salta,La Viña,Ampascachi,0,0,0,0,0,0,0,1,0
146,Salta,La Viña,Cabra corral,0,0,0,0,1,0,0,1,0
147,Salta,La Viña,Coronel moldes,1,0,0,0,1,1,1,1,1
148,Salta,La Viña,La viña,0,0,0,1,1,0,1,1,1
149,Salta,La Viña,Talapampa,0,0,0,0,0,0,0,1,0
150,Salta,Los Andes,Olacapato,0,0,0,1,0,0,1,1,1
151,Salta,Los Andes,San antonio de los cobres,0,0,0,1,1,0,1,1,1
152,Salta,Los Andes,Santa rosa de los pastos grandes,0,0,0,1,0,0,0,1,1
153,Salta,Los Andes,Tolar grande,0,0,0,1,1,0,1,1,1
154,Salta,Metán,El galpón,1,0,0,1,1,1,1,0,1
155,Salta,Metán,El tunal,0,0,0,1,1,0,0,0,1
156,Salta,Metán,Lumbreras,0,0,0,1,0,0,0,0,0
157,Salta,Metán,Metán viejo,0,0,0,1,1,0,0,0,1
158,Salta,Metán,Presa el tunal,0,0,0,0,0,0,0,0,0
159,Salta,Metán,Río piedras,1,0,0,1,1,1,1,0,1
160,Salta,Metán,San josé de metán,1,0,0,1,1,1,1,0,1
161,Salta,Metán,San josé de orquera,0,0,0,1,0,0,0,0,0
162,Salta,Molinos,La puerta,0,0,0,0,0,0,1,0,0
163,Salta,Molinos,Molinos,1,0,0,1,1,0,1,1,0
164,Salta,Molinos,Seclantás,0,0,0,1,1,0,1,1,1
165,Salta,Orán,Aguas blancas,0,0,0,0,1,0,1,1,1
166,Salta,Orán,Colonia santa rosa,0,1,0,0,1,1,1,1,1
167,Salta,Orán,El tabacal,0,0,0,1,1,0,1,0,0
168,Santa cruz,Deseado,Las heras,0,0,0,1,1,1,0,1,1
169,Santa cruz,Deseado,Pico truncado,0,0,0,1,1,1,0,1,1
170,Santa cruz,Deseado,Puerto deseado,1,0,1,0,1,1,1,0,1
171,Santa cruz,Deseado,Tellier,0,0,0,0,0,0,0,0,1
172,Santa cruz,Güer Aike,28 de noviembre,0,0,0,1,1,1,1,1,1
173,Santa cruz,Güer Aike,El turbio (est. gobernador mayer),0,0,0,0,0,0,0,0,1
174,Santa cruz,Güer Aike,Julia dufour,0,0,0,0,1,0,0,0,0
175,Santa cruz,Güer Aike,Mina 3,0,0,0,0,0,1,0,0,1
176,Santa cruz,Güer Aike,Río gallegos,0,1,1,1,1,1,1,0,1
177,Santa cruz,Güer Aike,Rospentek,0,0,0,0,0,0,1,0,0
178,Santa cruz,Güer Aike,Yacimientos río turbio,0,0,0,0,1,1,1,0,1
179,Santa cruz,Lago Argentino,El calafate,1,0,0,1,1,1,1,1,1
180,Santa fe,Las Colonias,Nuevo torino,1,0,0,0,1,0,0,1,0
181,Santa fe,Las Colonias,Pilar,1,0,0,1,1,1,1,1,0
182,Santa fe,Las Colonias,Plaza matilde,0,0,0,0,0,0,0,0,0
183,Santa fe,Las Colonias,Progreso,0,0,0,0,1,1,1,1,0
184,Santa fe,Las Colonias,Providencia,0,0,0,0,1,0,1,1,0
185,Santa fe,Las Colonias,Sa pereyra,1,0,0,0,0,0,1,1,0
186,Santa fe,Las Colonias,San agustín,0,0,0,0,1,1,1,1,0
187,Santa fe,Las Colonias,San carlos centro,1,1,0,1,1,1,1,1,0
188,Santa fe,Las Colonias,San carlos norte,0,1,0,1,1,0,1,1,0
189,Santa fe,Las Colonias,San carlos sud,1,1,0,1,1,1,1,1,0
190,Santa fe,Las Colonias,San jerónimo del sauce,0,0,0,1,1,1,1,1,0
191,Santa fe,Las Colonias,San jerónimo norte,1,0,0,1,1,1,1,1,0
192,Santa fe,Las Colonias,San mariano,0,0,0,0,0,0,1,0,0
193,Cordoba,San Justo,Devoto,1,0,0,1,1,1,1,0,0
194,Cordoba,San Justo,El arañado,0,1,0,0,1,1,1,1,1
195,Cordoba,San Justo,El fortín,0,1,0,0,1,1,1,1,0
196,Cordoba,San Justo,El fuertecito,0,0,0,0,1,0,1,1,0
197,Cordoba,San Justo,El tío,1,1,0,1,1,1,1,0,0
198,Cordoba,San Justo,Estación luxardo,0,0,0,0,1,1,0,1,0
199,Cordoba,San Justo,Freyre,1,1,0,1,1,1,1,1,0
200,Cordoba,San Justo,La francia,1,0,0,1,1,1,1,1,0
201,Cordoba,San Justo,La paquita,1,0,0,0,1,0,0,1,0
202,Cordoba,San Justo,La tordilla,1,0,0,0,1,1,1,1,0
203,Cordoba,San Justo,Las varas,0,0,0,1,1,1,1,0,0
204,Mendoza,Luján de Cuyo,Las carditas,0,0,0,0,0,0,0,0,0
205,Mendoza,Luján de Cuyo,Las compuertas,1,0,1,0,1,0,1,1,0
206,Mendoza,Luján de Cuyo,Las vegas,0,0,0,0,0,0,1,1,0
207,Mendoza,Luján de Cuyo,Los manantiales,0,0,0,0,1,1,0,0,0
208,Mendoza,Luján de Cuyo,Luján de cuyo,1,1,1,1,1,1,1,1,0
209,Mendoza,Luján de Cuyo,Mayor drummond,0,0,0,1,1,1,0,1,0
210,Mendoza,Luján de Cuyo,Perdriel,1,0,1,1,0,1,1,1,0
211,Mendoza,Luján de Cuyo,Piedras blancas,0,0,0,0,0,0,0,0,0
212,Mendoza,Luján de Cuyo,Potrerillos,0,0,0,1,1,1,1,1,1
213,Mendoza,Luján de Cuyo,Ugarteche,0,0,0,1,1,1,1,1,0
214,Mendoza,Luján de Cuyo,Valle del sol,0,0,0,0,0,0,0,0,0
215,Mendoza,Luján de Cuyo,Villa el refugio,0,0,0,0,0,0,0,0,0
216,Mendoza,Luján de Cuyo,Vistalba,0,0,0,1,1,1,0,1,0
217,Mendoza,Maipú,Barrancas,0,0,0,0,1,1,1,1,0
218,Mendoza,Maipú,Barrio jesús de nazaret,0,0,0,0,0,0,0,1,0
219,Buenos aires,Adolfo Alsina,Esteban agustín gascón,0,0,0,1,0,0,1,0,0
220,Buenos aires,Adolfo Alsina,La pala,0,0,0,0,0,0,0,0,0
221,Buenos aires,Adolfo Alsina,Maza,0,0,0,1,1,1,1,1,1
222,Buenos aires,Adolfo Alsina,Rivera,0,0,0,1,1,0,1,0,0
223,Buenos aires,Adolfo Alsina,Thames,0,0,0,0,0,0,0,0,0
224,Buenos aires,Adolfo Alsina,Villa margarita,0,0,0,0,0,0,0,0,0
225,Buenos aires,Adolfo Alsina,Yutuyaco,0,0,0,0,0,0,0,0,0
226,Buenos aires,Adolfo Gonzales Chaves,Adolfo gonzales chaves (est. chaves),1,0,1,1,1,1,1,1,0
227,Buenos aires,Adolfo Gonzales Chaves,De la garma,0,0,0,1,1,1,1,1,0
228,Buenos aires,Adolfo Gonzales Chaves,Juan e. barra,0,0,0,0,0,0,1,1,0
229,Buenos aires,Adolfo Gonzales Chaves,Vásquez,0,0,0,0,1,1,1,1,0
230,Buenos aires,Alberti,Alberti (est. andrés vaccarezza),1,0,1,1,1,1,1,1,0
231,Buenos aires,Alberti,Coronel seguí,0,0,0,0,0,0,0,0,0
232,Buenos aires,Alberti,Mechita,1,0,0,0,1,1,0,0,0
233,Buenos aires,Alberti,Pla,0,0,0,0,0,0,1,0,0
234,Buenos aires,Alberti,Villa grisolía (est. achupallas),0,0,0,0,1,1,0,0,0
235,Buenos aires,Alberti,Villa maría,0,0,0,0,0,0,0,0,0
236,Buenos aires,Cañuelas,Barrio belgrano-máximo paz,0,0,0,0,1,1,0,1,0
237,Buenos aires,Cañuelas,Barrio el taladro,0,0,0,1,1,0,0,0,0
238,Buenos aires,Cañuelas,Cañuelas,1,1,1,1,1,1,1,1,1
239,Buenos aires,Cañuelas,Gobernador udaondo,0,0,0,1,1,0,0,1,0
240,Buenos aires,Cañuelas,Máximo paz,0,1,0,1,0,0,0,1,0
241,Buenos aires,Cañuelas,Santa rosa,0,0,0,0,1,1,0,1,1
242,Buenos aires,Cañuelas,Uribelarrea,1,0,0,1,1,1,1,1,0
243,Buenos aires,Cañuelas,Vicente casares,1,0,1,0,1,1,1,1,0
244,Buenos aires,Capitán Sarmiento,Capitán sarmiento,1,1,0,1,1,1,1,1,0
245,Buenos aires,Capitán Sarmiento,La luisa,0,0,0,0,0,0,0,1,0
246,Buenos aires,Carlos Casares,Bellocq,0,0,1,0,0,0,1,0,0
247,Buenos aires,Carlos Casares,Cadret,0,0,0,0,0,0,1,1,0
248,Buenos aires,Carmen de Areco,Pueblo gouin,0,0,0,0,0,0,0,1,0
249,Buenos aires,General Rodríguez,General rodríguez,1,1,1,1,1,1,1,1,1
250,Buenos aires,General San Martín,Barrio parque general san martin,0,0,1,1,1,0,1,1,0
251,Buenos aires,General San Martín,Billinghurst,1,1,0,1,1,1,1,0,0
252,Buenos aires,General San Martín,Ciudad del libertador general san martin,1,1,0,1,1,1,1,1,1
253,Buenos aires,General San Martín,Ciudad jardin el libertador,0,1,0,0,1,1,1,0,0
254,Buenos aires,General San Martín,Va ma irene de los remedios de escalada,0,1,0,0,1,1,0,0,0
255,Buenos aires,General San Martín,Villa ayacucho,0,1,0,1,1,1,0,0,0
256,Buenos aires,General San Martín,Villa ballester,1,1,1,1,1,1,1,1,0
257,Mendoza,Malargüe,Bardas blancas,0,0,0,0,1,0,1,0,0
258,Buenos aires,Pergamino,Rancagua,1,0,0,1,1,0,1,0,0
259,Buenos aires,Pergamino,Villa angélica (est. el socorro),0,1,0,0,1,1,0,0,0
260,Buenos aires,Pergamino,Villa san josé,0,0,0,1,0,0,1,0,0
261,Buenos aires,Pila,Casalins,0,0,0,0,0,1,0,1,0
262,Buenos aires,Pila,Pila,0,0,1,1,1,1,1,1,0
263,Buenos aires,Pilar,Barrio parque almirante irizar (ap. kilómetro 61),0,0,0,0,1,1,0,0,0
264,Buenos aires,Pilar,Club de campo larena - los quinchos,0,0,0,0,1,0,0,0,0
265,Buenos aires,Pilar,Country club el jagüel,0,0,0,0,1,1,0,0,0
266,Buenos aires,Pilar,Del viso,1,1,0,1,1,1,1,1,0
267,Buenos aires,Pilar,Fátima,1,1,0,1,1,1,1,1,0
268,Buenos aires,Pilar,La lonja,1,1,0,1,1,1,1,1,0
269,Caba,COMUNA 12,Villa urquiza,1,1,1,1,1,1,1,1,1
270,Catamarca,Fray Mamerto Esquiú,San josé,0,0,0,0,1,1,0,0,0
271,Catamarca,Fray Mamerto Esquiú,Villa las pirquitas,0,0,0,0,1,0,0,0,1
272,Catamarca,La Paz,Casa de piedra,0,0,0,0,0,0,0,0,0
273,Catamarca,La Paz,El aybal,0,0,0,0,0,0,0,0,0
274,Catamarca,La Paz,El bañado,0,0,0,0,0,0,0,0,0
275,Catamarca,La Paz,El divisadero,0,0,0,0,0,0,1,0,0
276,Catamarca,La Paz,El quimilo,0,0,0,0,0,0,0,0,0
277,Catamarca,La Paz,Esquiú,0,0,0,0,1,1,0,0,0
278,Catamarca,La Paz,Icaño,0,0,0,0,1,1,1,0,1
279,Catamarca,La Paz,La dorada,0,0,0,0,0,0,1,0,0
280,Caba,COMUNA 13,Belgrano,1,1,1,1,1,1,1,1,1
281,Cordoba,San Justo,Colonia marina,0,1,0,1,1,1,1,1,1
282,Cordoba,San Justo,Colonia prosperidad,0,0,0,0,1,0,1,0,0
283,Cordoba,San Justo,Colonia san bartolomé,0,0,0,0,1,0,1,1,0
284,Cordoba,San Justo,Colonia san pedro,0,0,0,0,0,0,0,0,0
285,Cordoba,San Justo,Colonia santa maría,0,0,0,0,0,0,0,0,0
286,Cordoba,San Justo,Colonia valtelina,0,0,0,0,0,0,0,0,0
287,Cordoba,San Justo,Colonia vignaud,1,0,0,1,1,1,1,0,0
288,Catamarca,La Paz,La guardia,0,0,0,0,1,0,0,0,0
289,Catamarca,La Paz,Las esquinas,0,0,0,0,0,0,0,0,0
290,Catamarca,La Paz,Las palmitas,0,0,0,0,0,0,0,0,0
291,Catamarca,La Paz,Quirós,0,0,0,0,1,0,1,1,0
292,Catamarca,La Paz,Ramblones,0,0,0,0,0,0,0,0,0
293,Catamarca,La Paz,Recreo,1,0,0,1,1,1,1,1,1
294,Catamarca,La Paz,San antonio,0,0,0,0,1,1,1,1,0
295,Catamarca,Paclín,Amadores,0,0,0,0,0,0,0,0,0
296,Catamarca,Paclín,El rosario,0,0,0,0,0,0,0,0,0
297,Catamarca,Paclín,La bajada,0,0,0,0,0,0,0,0,0
298,Catamarca,Paclín,La higuera,0,0,0,0,0,0,0,0,0
299,Catamarca,Paclín,La merced,1,0,0,0,1,0,1,1,1
300,Catamarca,Paclín,La viña,0,0,0,0,0,0,0,1,0
301,Catamarca,Paclín,Las lajas,0,0,0,0,0,0,0,0,1
302,Catamarca,Paclín,Monte potrero,0,0,0,0,1,1,0,0,0
303,Catamarca,Paclín,Palo labrado,0,0,0,0,0,0,1,0,0
304,Catamarca,Paclín,San antonio,0,0,0,0,0,0,1,1,1
305,Catamarca,Paclín,Villa de balcozna,0,0,0,0,1,0,0,0,0
306,Catamarca,Pomán,Apoyaco,0,0,0,0,0,0,0,0,0
307,Catamarca,Pomán,Colana,0,0,0,0,0,0,1,0,0
308,Catamarca,Pomán,Colpes,0,0,0,0,0,0,0,1,0
309,Catamarca,Pomán,El pajonal (est. pomán),0,0,0,0,0,0,0,0,0
310,Catamarca,Pomán,Joyango,0,0,0,0,0,0,1,0,0
311,Buenos aires,Alberti,Villa ortiz (est. coronel mom),0,0,0,0,1,1,1,0,0
312,Buenos aires,Almirante Brown,Adrogué,1,1,1,1,1,1,1,1,1
313,Buenos aires,Almirante Brown,Burzaco,1,1,1,1,1,1,1,1,1
314,Buenos aires,Almirante Brown,Claypole,1,1,1,1,1,1,1,1,0
315,Buenos aires,Almirante Brown,Don orione,0,1,0,0,1,1,0,1,0
316,Buenos aires,Almirante Brown,Glew,1,1,1,1,1,1,1,1,0
317,Buenos aires,Almirante Brown,Jose mármol,0,1,1,1,1,1,1,1,0
318,Buenos aires,Almirante Brown,Longchamps,1,1,1,1,1,1,1,1,0
319,Buenos aires,Almirante Brown,Malvinas argentinas,1,1,1,1,1,1,1,1,0
320,Buenos aires,Almirante Brown,Ministro rivadavia,1,1,1,1,1,1,1,1,0
321,Buenos aires,Almirante Brown,Rafael calzada,1,1,1,1,1,1,1,1,0
322,Buenos aires,Almirante Brown,San francisco solano,1,1,1,1,1,1,1,1,0
323,Buenos aires,Almirante Brown,San jose,1,1,1,1,1,1,1,1,1
324,Buenos aires,La Plata,Lomas de copello,0,0,0,0,0,0,0,0,0
325,Mendoza,San Rafael,El tropezón,0,0,0,0,0,0,0,0,0
326,Buenos aires,General San Martín,Villa juan martín de pueyrredon,0,1,0,1,1,1,0,0,0
327,Buenos aires,General San Martín,Villa libertad,0,1,0,1,1,1,0,0,0
328,Buenos aires,General San Martín,Villa lynch,1,1,0,1,1,1,1,0,0
329,Buenos aires,General San Martín,Villa maipu,1,1,0,1,1,1,1,1,0
330,Buenos aires,General San Martín,Villa marqués alejandro maría de aguado,0,1,0,1,1,1,0,0,0
331,Buenos aires,General San Martín,Villa parque pres figueroa alcorta,0,1,0,1,1,1,0,0,0
332,Buenos aires,General San Martín,Villa parque san lorenzo,0,1,0,1,1,1,0,0,0
333,Buenos aires,General San Martín,Villa san andrés,1,1,0,1,1,1,1,1,0
334,Buenos aires,General San Martín,Villa yapeyú,0,1,0,1,1,1,0,0,0
335,Buenos aires,General Viamonte,Baigorrita,1,0,0,0,1,0,1,1,0
336,Buenos aires,General Viamonte,La delfina,0,0,0,0,0,0,0,0,0
337,Buenos aires,General Villegas,Villa saboya,0,0,0,0,1,0,1,0,0
338,Buenos aires,General Villegas,Villa sauze,0,0,0,0,0,0,1,0,0
339,Buenos aires,Guaminí,Arroyo venado,0,0,0,0,0,0,0,1,0
340,Buenos aires,Guaminí,Casbas,0,0,1,0,1,1,1,1,0
341,Buenos aires,Guaminí,Garré,0,0,0,1,1,0,1,0,0
342,Buenos aires,Guaminí,Guaminí,0,0,0,1,1,1,1,1,0
343,Buenos aires,Guaminí,Laguna alsina (est. bonifacio),1,0,0,1,0,0,1,1,0
